activity_id,week,location_id,co_share_group
A009,10,PLAT:ALP:S05:EB,b1
A009,10,PLAT:ALP:S06:EB,b1
A009,10,SEC:ALP:S05_S06:EB,b1
A009,11,PLAT:ALP:S05:EB,b1
A009,11,PLAT:ALP:S06:EB,b1
A009,11,SEC:ALP:S05_S06:EB,b1
A011,15,PLAT:BET:S15:EB,b1
A011,15,PLAT:BET:S16:EB,b1
A011,15,PLAT:BET:S17:EB,b1
A011,15,SEC:BET:S15_S16:EB,b1
A011,15,SEC:BET:S16_S17:EB,b1
A011,19,PLAT:BET:S15:EB,b1
A011,19,PLAT:BET:S16:EB,b1
A011,19,PLAT:BET:S17:EB,b1
A011,19,SEC:BET:S15_S16:EB,b1
A011,19,SEC:BET:S16_S17:EB,b1
A012,2,PLAT:BET:H01:WB,b1
A012,2,PLAT:BET:H02:WB,b1
A012,2,PLAT:BET:S15:WB,b1
A012,2,SEC:BET:H01_H02:WB,b1
A012,2,SEC:BET:H02_S15:WB,b1
A012,3,PLAT:BET:H01:WB,b1
A012,3,PLAT:BET:H02:WB,b1
A012,3,PLAT:BET:S15:WB,b1
A012,3,SEC:BET:H01_H02:WB,b1
A012,3,SEC:BET:H02_S15:WB,b1
A012,4,PLAT:BET:H01:WB,b1
A012,4,PLAT:BET:H02:WB,b1
A012,4,PLAT:BET:S15:WB,b1
A012,4,SEC:BET:H01_H02:WB,b1
A012,4,SEC:BET:H02_S15:WB,b1
A012,5,PLAT:BET:H01:WB,b1
A012,5,PLAT:BET:H02:WB,b1
A012,5,PLAT:BET:S15:WB,b1
A012,5,SEC:BET:H01_H02:WB,b1
A012,5,SEC:BET:H02_S15:WB,b1
A012,6,PLAT:BET:H01:WB,b1
A012,6,PLAT:BET:H02:WB,b1
A012,6,PLAT:BET:S15:WB,b1
A012,6,SEC:BET:H01_H02:WB,b1
A012,6,SEC:BET:H02_S15:WB,b1
A012,7,PLAT:BET:H01:WB,b1
A012,7,PLAT:BET:H02:WB,b1
A012,7,PLAT:BET:S15:WB,b1
A012,7,SEC:BET:H01_H02:WB,b1
A012,7,SEC:BET:H02_S15:WB,b1
A012,8,PLAT:BET:H01:WB,b1
A012,8,PLAT:BET:H02:WB,b1
A012,8,PLAT:BET:S15:WB,b1
A012,8,SEC:BET:H01_H02:WB,b1
A012,8,SEC:BET:H02_S15:WB,b1
A013,22,PLAT:ALP:S05:WB,b1
A013,22,PLAT:ALP:S06:WB,b1
A013,22,SEC:ALP:S05_S06:WB,b1
A013,23,PLAT:ALP:S05:WB,b1
A013,23,PLAT:ALP:S06:WB,b1
A013,23,SEC:ALP:S05_S06:WB,b1
A013,24,PLAT:ALP:S05:WB,b1
A013,24,PLAT:ALP:S06:WB,b1
A013,24,SEC:ALP:S05_S06:WB,b1
A013,25,PLAT:ALP:S05:WB,b1
A013,25,PLAT:ALP:S06:WB,b1
A013,25,SEC:ALP:S05_S06:WB,b1
A013,26,PLAT:ALP:S05:WB,b1
A013,26,PLAT:ALP:S06:WB,b1
A013,26,SEC:ALP:S05_S06:WB,b1
A014,20,PLAT:ALP:S07:EB,b1
A014,20,PLAT:ALP:S08:EB,b1
A014,20,SEC:ALP:S07_S08:EB,b1
A014,21,PLAT:ALP:S07:EB,b1
A014,21,PLAT:ALP:S08:EB,b1
A014,21,SEC:ALP:S07_S08:EB,b1
A014,22,PLAT:ALP:S07:EB,b1
A014,22,PLAT:ALP:S08:EB,b1
A014,22,SEC:ALP:S07_S08:EB,b1
A014,23,PLAT:ALP:S07:EB,b1
A014,23,PLAT:ALP:S08:EB,b1
A014,23,SEC:ALP:S07_S08:EB,b1
A014,24,PLAT:ALP:S07:EB,b1
A014,24,PLAT:ALP:S08:EB,b1
A014,24,SEC:ALP:S07_S08:EB,b1
A014,25,PLAT:ALP:S07:EB,b1
A014,25,PLAT:ALP:S08:EB,b1
A014,25,SEC:ALP:S07_S08:EB,b1
A014,26,PLAT:ALP:S07:EB,b1
A014,26,PLAT:ALP:S08:EB,b1
A014,26,SEC:ALP:S07_S08:EB,b1
A017,20,PLAT:BET:H01:EB,b1
A017,20,PLAT:BET:H02:EB,b1
A017,20,PLAT:BET:S15:EB,b1
A017,20,PLAT:BET:S16:EB,b1
A017,20,SEC:BET:H01_H02:EB,b1
A017,20,SEC:BET:H02_S15:EB,b1
A017,20,SEC:BET:S15_S16:EB,b1
A017,21,PLAT:BET:H01:EB,b1
A017,21,PLAT:BET:H02:EB,b1
A017,21,PLAT:BET:S15:EB,b1
A017,21,PLAT:BET:S16:EB,b1
A017,21,SEC:BET:H01_H02:EB,b1
A017,21,SEC:BET:H02_S15:EB,b1
A017,21,SEC:BET:S15_S16:EB,b1
A017,22,PLAT:BET:H01:EB,b1
A017,22,PLAT:BET:H02:EB,b1
A017,22,PLAT:BET:S15:EB,b1
A017,22,PLAT:BET:S16:EB,b1
A017,22,SEC:BET:H01_H02:EB,b1
A017,22,SEC:BET:H02_S15:EB,b1
A017,22,SEC:BET:S15_S16:EB,b1
A017,23,PLAT:BET:H01:EB,b1
A017,23,PLAT:BET:H02:EB,b1
A017,23,PLAT:BET:S15:EB,b1
A017,23,PLAT:BET:S16:EB,b1
A017,23,SEC:BET:H01_H02:EB,b1
A017,23,SEC:BET:H02_S15:EB,b1
A017,23,SEC:BET:S15_S16:EB,b1
A017,24,PLAT:BET:H01:EB,b1
A017,24,PLAT:BET:H02:EB,b1
A017,24,PLAT:BET:S15:EB,b1
A017,24,PLAT:BET:S16:EB,b1
A017,24,SEC:BET:H01_H02:EB,b1
A017,24,SEC:BET:H02_S15:EB,b1
A017,24,SEC:BET:S15_S16:EB,b1
A017,25,PLAT:BET:H01:EB,b1
A017,25,PLAT:BET:H02:EB,b1
A017,25,PLAT:BET:S15:EB,b1
A017,25,PLAT:BET:S16:EB,b1
A017,25,SEC:BET:H01_H02:EB,b1
A017,25,SEC:BET:H02_S15:EB,b1
A017,25,SEC:BET:S15_S16:EB,b1
A017,26,PLAT:BET:H01:EB,b1
A017,26,PLAT:BET:H02:EB,b1
A017,26,PLAT:BET:S15:EB,b1
A017,26,PLAT:BET:S16:EB,b1
A017,26,SEC:BET:H01_H02:EB,b1
A017,26,SEC:BET:H02_S15:EB,b1
A017,26,SEC:BET:S15_S16:EB,b1
A019,25,PLAT:BET:S16:EB,b1
A019,25,PLAT:BET:S17:EB,b1
A019,25,SEC:BET:S16_S17:EB,b1
A019,26,PLAT:BET:S16:EB,b1
A019,26,PLAT:BET:S17:EB,b1
A019,26,SEC:BET:S16_S17:EB,b1
A020,22,PLAT:ALP:H01:WB,b1
A020,22,PLAT:ALP:H02:WB,b1
A020,22,PLAT:ALP:S04:WB,b1
A020,22,PLAT:ALP:S05:WB,b1
A020,22,SEC:ALP:H01_H02:WB,b1
A020,22,SEC:ALP:H02_S05:WB,b1
A020,22,SEC:ALP:S04_H01:WB,b1
A020,23,PLAT:ALP:H01:WB,b1
A020,23,PLAT:ALP:H02:WB,b1
A020,23,PLAT:ALP:S04:WB,b1
A020,23,PLAT:ALP:S05:WB,b1
A020,23,SEC:ALP:H01_H02:WB,b1
A020,23,SEC:ALP:H02_S05:WB,b1
A020,23,SEC:ALP:S04_H01:WB,b1
A021,27,PLAT:BET:S11:WB,b1
A021,27,PLAT:BET:S12:WB,b1
A021,27,PLAT:BET:S13:WB,b1
A021,27,SEC:BET:S11_S12:WB,b1
A021,27,SEC:BET:S12_S13:WB,b1
A021,28,PLAT:BET:S11:WB,b1
A021,28,PLAT:BET:S12:WB,b1
A021,28,PLAT:BET:S13:WB,b1
A021,28,SEC:BET:S11_S12:WB,b1
A021,28,SEC:BET:S12_S13:WB,b1
A021,29,PLAT:BET:S11:WB,b1
A021,29,PLAT:BET:S12:WB,b1
A021,29,PLAT:BET:S13:WB,b1
A021,29,SEC:BET:S11_S12:WB,b1
A021,29,SEC:BET:S12_S13:WB,b1
A023,21,PLAT:ALP:S03:WB,b1
A023,21,PLAT:ALP:S04:WB,b1
A023,21,SEC:ALP:S03_S04:WB,b1
A023,22,PLAT:ALP:S03:WB,b1
A023,22,PLAT:ALP:S04:WB,b1
A023,22,SEC:ALP:S03_S04:WB,b1
A023,23,PLAT:ALP:S03:WB,b1
A023,23,PLAT:ALP:S04:WB,b1
A023,23,SEC:ALP:S03_S04:WB,b1
A023,24,PLAT:ALP:S03:WB,b1
A023,24,PLAT:ALP:S04:WB,b1
A023,24,SEC:ALP:S03_S04:WB,b1
A023,26,PLAT:ALP:S03:WB,b1
A023,26,PLAT:ALP:S04:WB,b1
A023,26,SEC:ALP:S03_S04:WB,b1
A023,28,PLAT:ALP:S03:WB,b1
A023,28,PLAT:ALP:S04:WB,b1
A023,28,SEC:ALP:S03_S04:WB,b1
A023,29,PLAT:ALP:S03:WB,b1
A023,29,PLAT:ALP:S04:WB,b1
A023,29,SEC:ALP:S03_S04:WB,b1
A025,21,PLAT:ALP:S01:EB,b1
A025,21,PLAT:ALP:S02:EB,b1
A025,21,PLAT:ALP:S03:EB,b1
A025,21,SEC:ALP:S01_S02:EB,b1
A025,21,SEC:ALP:S02_S03:EB,b1
A025,24,PLAT:ALP:S01:EB,b1
A025,24,PLAT:ALP:S02:EB,b1
A025,24,PLAT:ALP:S03:EB,b1
A025,24,SEC:ALP:S01_S02:EB,b1
A025,24,SEC:ALP:S02_S03:EB,b1
A025,25,PLAT:ALP:S01:EB,b1
A025,25,PLAT:ALP:S02:EB,b1
A025,25,PLAT:ALP:S03:EB,b1
A025,25,SEC:ALP:S01_S02:EB,b1
A025,25,SEC:ALP:S02_S03:EB,b1
A025,26,PLAT:ALP:S01:EB,b1
A025,26,PLAT:ALP:S02:EB,b1
A025,26,PLAT:ALP:S03:EB,b1
A025,26,SEC:ALP:S01_S02:EB,b1
A025,26,SEC:ALP:S02_S03:EB,b1
A025,27,PLAT:ALP:S01:EB,b1
A025,27,PLAT:ALP:S02:EB,b1
A025,27,PLAT:ALP:S03:EB,b1
A025,27,SEC:ALP:S01_S02:EB,b1
A025,27,SEC:ALP:S02_S03:EB,b1
A025,28,PLAT:ALP:S01:EB,b1
A025,28,PLAT:ALP:S02:EB,b1
A025,28,PLAT:ALP:S03:EB,b1
A025,28,SEC:ALP:S01_S02:EB,b1
A025,28,SEC:ALP:S02_S03:EB,b1
A025,29,PLAT:ALP:S01:EB,b1
A025,29,PLAT:ALP:S02:EB,b1
A025,29,PLAT:ALP:S03:EB,b1
A025,29,SEC:ALP:S01_S02:EB,b1
A025,29,SEC:ALP:S02_S03:EB,b1
A028,10,PLAT:ALP:H01:EB,b1
A028,10,PLAT:ALP:S03:EB,b1
A028,10,PLAT:ALP:S04:EB,b1
A028,10,SEC:ALP:S03_S04:EB,b1
A028,10,SEC:ALP:S04_H01:EB,b1
A028,11,PLAT:ALP:H01:EB,b1
A028,11,PLAT:ALP:S03:EB,b1
A028,11,PLAT:ALP:S04:EB,b1
A028,11,SEC:ALP:S03_S04:EB,b1
A028,11,SEC:ALP:S04_H01:EB,b1
A031,7,PLAT:ALP:S06:WB,b1
A031,7,PLAT:ALP:S07:WB,b1
A031,7,PLAT:ALP:S08:WB,b1
A031,7,SEC:ALP:S06_S07:WB,b1
A031,7,SEC:ALP:S07_S08:WB,b1
A031,8,PLAT:ALP:S06:WB,b1
A031,8,PLAT:ALP:S07:WB,b1
A031,8,PLAT:ALP:S08:WB,b1
A031,8,SEC:ALP:S06_S07:WB,b1
A031,8,SEC:ALP:S07_S08:WB,b1
A035,21,PLAT:ALP:S02:WB,b1
A035,21,PLAT:ALP:S03:WB,b1
A035,21,PLAT:ALP:S04:WB,b1
A035,21,SEC:ALP:S02_S03:WB,b1
A035,21,SEC:ALP:S03_S04:WB,b1
A035,22,PLAT:ALP:S02:WB,b1
A035,22,PLAT:ALP:S03:WB,b1
A035,22,PLAT:ALP:S04:WB,b1
A035,22,SEC:ALP:S02_S03:WB,b1
A035,22,SEC:ALP:S03_S04:WB,b1
A035,23,PLAT:ALP:S02:WB,b1
A035,23,PLAT:ALP:S03:WB,b1
A035,23,PLAT:ALP:S04:WB,b1
A035,23,SEC:ALP:S02_S03:WB,b1
A035,23,SEC:ALP:S03_S04:WB,b1
A036,22,PLAT:BET:H01:EB,b1
A036,22,PLAT:BET:S14:EB,b1
A036,22,SEC:BET:S14_H01:EB,b1
A036,23,PLAT:BET:H01:EB,b1
A036,23,PLAT:BET:S14:EB,b1
A036,23,SEC:BET:S14_H01:EB,b1
A036,24,PLAT:BET:H01:EB,b1
A036,24,PLAT:BET:S14:EB,b1
A036,24,SEC:BET:S14_H01:EB,b1
A036,25,PLAT:BET:H01:EB,b1
A036,25,PLAT:BET:S14:EB,b1
A036,25,SEC:BET:S14_H01:EB,b1
A036,26,PLAT:BET:H01:EB,b1
A036,26,PLAT:BET:S14:EB,b1
A036,26,SEC:BET:S14_H01:EB,b1
A037,8,PLAT:BET:S15:EB,b1
A037,8,PLAT:BET:S16:EB,b1
A037,8,PLAT:BET:S17:EB,b1
A037,8,SEC:BET:S15_S16:EB,b1
A037,8,SEC:BET:S16_S17:EB,b1
A037,9,PLAT:BET:S15:EB,b1
A037,9,PLAT:BET:S16:EB,b1
A037,9,PLAT:BET:S17:EB,b1
A037,9,SEC:BET:S15_S16:EB,b1
A037,9,SEC:BET:S16_S17:EB,b1
A038,24,PLAT:BET:S17:EB,b1
A038,24,PLAT:BET:S18:EB,b1
A038,24,SEC:BET:S17_S18:EB,b1
A038,25,PLAT:BET:S17:EB,b1
A038,25,PLAT:BET:S18:EB,b1
A038,25,SEC:BET:S17_S18:EB,b1
A038,26,PLAT:BET:S17:EB,b1
A038,26,PLAT:BET:S18:EB,b1
A038,26,SEC:BET:S17_S18:EB,b1
A039,20,PLAT:BET:S11:WB,b1
A039,20,PLAT:BET:S12:WB,b1
A039,20,PLAT:BET:S13:WB,b1
A039,20,PLAT:BET:S14:WB,b1
A039,20,SEC:BET:S11_S12:WB,b1
A039,20,SEC:BET:S12_S13:WB,b1
A039,20,SEC:BET:S13_S14:WB,b1
A039,21,PLAT:BET:S11:WB,b1
A039,21,PLAT:BET:S12:WB,b1
A039,21,PLAT:BET:S13:WB,b1
A039,21,PLAT:BET:S14:WB,b1
A039,21,SEC:BET:S11_S12:WB,b1
A039,21,SEC:BET:S12_S13:WB,b1
A039,21,SEC:BET:S13_S14:WB,b1
A039,22,PLAT:BET:S11:WB,b1
A039,22,PLAT:BET:S12:WB,b1
A039,22,PLAT:BET:S13:WB,b1
A039,22,PLAT:BET:S14:WB,b1
A039,22,SEC:BET:S11_S12:WB,b1
A039,22,SEC:BET:S12_S13:WB,b1
A039,22,SEC:BET:S13_S14:WB,b1
A039,23,PLAT:BET:S11:WB,b1
A039,23,PLAT:BET:S12:WB,b1
A039,23,PLAT:BET:S13:WB,b1
A039,23,PLAT:BET:S14:WB,b1
A039,23,SEC:BET:S11_S12:WB,b1
A039,23,SEC:BET:S12_S13:WB,b1
A039,23,SEC:BET:S13_S14:WB,b1
A039,24,PLAT:BET:S11:WB,b1
A039,24,PLAT:BET:S12:WB,b1
A039,24,PLAT:BET:S13:WB,b1
A039,24,PLAT:BET:S14:WB,b1
A039,24,SEC:BET:S11_S12:WB,b1
A039,24,SEC:BET:S12_S13:WB,b1
A039,24,SEC:BET:S13_S14:WB,b1
A039,25,PLAT:BET:S11:WB,b1
A039,25,PLAT:BET:S12:WB,b1
A039,25,PLAT:BET:S13:WB,b1
A039,25,PLAT:BET:S14:WB,b1
A039,25,SEC:BET:S11_S12:WB,b1
A039,25,SEC:BET:S12_S13:WB,b1
A039,25,SEC:BET:S13_S14:WB,b1
A039,26,PLAT:BET:S11:WB,b1
A039,26,PLAT:BET:S12:WB,b1
A039,26,PLAT:BET:S13:WB,b1
A039,26,PLAT:BET:S14:WB,b1
A039,26,SEC:BET:S11_S12:WB,b1
A039,26,SEC:BET:S12_S13:WB,b1
A039,26,SEC:BET:S13_S14:WB,b1
A040,13,PLAT:BET:H01:EB,b1
A040,13,PLAT:BET:H02:EB,b1
A040,13,PLAT:BET:S15:EB,b1
A040,13,PLAT:BET:S16:EB,b1
A040,13,SEC:BET:H01_H02:EB,b1
A040,13,SEC:BET:H02_S15:EB,b1
A040,13,SEC:BET:S15_S16:EB,b1
A040,14,PLAT:BET:H01:EB,b1
A040,14,PLAT:BET:H02:EB,b1
A040,14,PLAT:BET:S15:EB,b1
A040,14,PLAT:BET:S16:EB,b1
A040,14,SEC:BET:H01_H02:EB,b1
A040,14,SEC:BET:H02_S15:EB,b1
A040,14,SEC:BET:S15_S16:EB,b1
A040,17,PLAT:BET:H01:EB,b1
A040,17,PLAT:BET:H02:EB,b1
A040,17,PLAT:BET:S15:EB,b1
A040,17,PLAT:BET:S16:EB,b1
A040,17,SEC:BET:H01_H02:EB,b1
A040,17,SEC:BET:H02_S15:EB,b1
A040,17,SEC:BET:S15_S16:EB,b1
A040,25,PLAT:BET:H01:EB,b1
A040,25,PLAT:BET:H02:EB,b1
A040,25,PLAT:BET:S15:EB,b1
A040,25,PLAT:BET:S16:EB,b1
A040,25,SEC:BET:H01_H02:EB,b1
A040,25,SEC:BET:H02_S15:EB,b1
A040,25,SEC:BET:S15_S16:EB,b1
A040,26,PLAT:BET:H01:EB,b1
A040,26,PLAT:BET:H02:EB,b1
A040,26,PLAT:BET:S15:EB,b1
A040,26,PLAT:BET:S16:EB,b1
A040,26,SEC:BET:H01_H02:EB,b1
A040,26,SEC:BET:H02_S15:EB,b1
A040,26,SEC:BET:S15_S16:EB,b1
A041,18,PLAT:BET:S15:EB,b1
A041,18,PLAT:BET:S16:EB,b1
A041,18,SEC:BET:S15_S16:EB,b1
A041,20,PLAT:BET:S15:EB,b1
A041,20,PLAT:BET:S16:EB,b1
A041,20,SEC:BET:S15_S16:EB,b1
A042,23,PLAT:BET:S15:EB,b1
A042,23,PLAT:BET:S16:EB,b1
A042,23,PLAT:BET:S17:EB,b1
A042,23,PLAT:BET:S18:EB,b1
A042,23,SEC:BET:S15_S16:EB,b1
A042,23,SEC:BET:S16_S17:EB,b1
A042,23,SEC:BET:S17_S18:EB,b1
A042,24,PLAT:BET:S15:EB,b1
A042,24,PLAT:BET:S16:EB,b1
A042,24,PLAT:BET:S17:EB,b1
A042,24,PLAT:BET:S18:EB,b1
A042,24,SEC:BET:S15_S16:EB,b1
A042,24,SEC:BET:S16_S17:EB,b1
A042,24,SEC:BET:S17_S18:EB,b1
A043,16,PLAT:BET:H02:EB,b1
A043,16,PLAT:BET:S15:EB,b1
A043,16,PLAT:BET:S16:EB,b1
A043,16,PLAT:BET:S17:EB,b1
A043,16,SEC:BET:H02_S15:EB,b1
A043,16,SEC:BET:S15_S16:EB,b1
A043,16,SEC:BET:S16_S17:EB,b1
A043,27,PLAT:BET:H02:EB,b1
A043,27,PLAT:BET:S15:EB,b1
A043,27,PLAT:BET:S16:EB,b1
A043,27,PLAT:BET:S17:EB,b1
A043,27,SEC:BET:H02_S15:EB,b1
A043,27,SEC:BET:S15_S16:EB,b1
A043,27,SEC:BET:S16_S17:EB,b1
A046,23,PLAT:ALP:S05:WB,b1
A046,23,PLAT:ALP:S06:WB,b1
A046,23,SEC:ALP:S05_S06:WB,b1
A046,24,PLAT:ALP:S05:WB,b1
A046,24,PLAT:ALP:S06:WB,b1
A046,24,SEC:ALP:S05_S06:WB,b1
A046,25,PLAT:ALP:S05:WB,b1
A046,25,PLAT:ALP:S06:WB,b1
A046,25,SEC:ALP:S05_S06:WB,b1
A046,26,PLAT:ALP:S05:WB,b1
A046,26,PLAT:ALP:S06:WB,b1
A046,26,SEC:ALP:S05_S06:WB,b1
A046,27,PLAT:ALP:S05:WB,b1
A046,27,PLAT:ALP:S06:WB,b1
A046,27,SEC:ALP:S05_S06:WB,b1
A047,25,PLAT:ALP:H02:EB,b1
A047,25,PLAT:ALP:S05:EB,b1
A047,25,PLAT:ALP:S06:EB,b1
A047,25,SEC:ALP:H02_S05:EB,b1
A047,25,SEC:ALP:S05_S06:EB,b1
A047,26,PLAT:ALP:H02:EB,b1
A047,26,PLAT:ALP:S05:EB,b1
A047,26,PLAT:ALP:S06:EB,b1
A047,26,SEC:ALP:H02_S05:EB,b1
A047,26,SEC:ALP:S05_S06:EB,b1
A048,5,PLAT:BET:S13:EB,b1
A048,5,PLAT:BET:S14:EB,b1
A048,5,SEC:BET:S13_S14:EB,b1
A048,6,PLAT:BET:S13:EB,b1
A048,6,PLAT:BET:S14:EB,b1
A048,6,SEC:BET:S13_S14:EB,b1
A048,7,PLAT:BET:S13:EB,b1
A048,7,PLAT:BET:S14:EB,b1
A048,7,SEC:BET:S13_S14:EB,b1
A049,22,PLAT:BET:H02:WB,b1
A049,22,PLAT:BET:S15:WB,b1
A049,22,PLAT:BET:S16:WB,b1
A049,22,SEC:BET:H02_S15:WB,b1
A049,22,SEC:BET:S15_S16:WB,b1
A049,23,PLAT:BET:H02:WB,b1
A049,23,PLAT:BET:S15:WB,b1
A049,23,PLAT:BET:S16:WB,b1
A049,23,SEC:BET:H02_S15:WB,b1
A049,23,SEC:BET:S15_S16:WB,b1
A049,24,PLAT:BET:H02:WB,b1
A049,24,PLAT:BET:S15:WB,b1
A049,24,PLAT:BET:S16:WB,b1
A049,24,SEC:BET:H02_S15:WB,b1
A049,24,SEC:BET:S15_S16:WB,b1
A049,25,PLAT:BET:H02:WB,b1
A049,25,PLAT:BET:S15:WB,b1
A049,25,PLAT:BET:S16:WB,b1
A049,25,SEC:BET:H02_S15:WB,b1
A049,25,SEC:BET:S15_S16:WB,b1
A049,26,PLAT:BET:H02:WB,b1
A049,26,PLAT:BET:S15:WB,b1
A049,26,PLAT:BET:S16:WB,b1
A049,26,SEC:BET:H02_S15:WB,b1
A049,26,SEC:BET:S15_S16:WB,b1
A050,17,PLAT:ALP:H01:WB,b1
A050,17,PLAT:ALP:S03:WB,b1
A050,17,PLAT:ALP:S04:WB,b1
