activity_id,week,location_id,co_share_group
A006,22,SEC:ALP:H01_H02:WB,b1
A006,22,SEC:ALP:S03_S04:WB,b1
A006,22,SEC:ALP:S04_H01:WB,b1
A007,15,PLAT:BET:H01:EB,b1
A007,15,PLAT:BET:H02:EB,b1
A007,15,SEC:BET:H01_H02:EB,b1
A007,17,PLAT:BET:H01:EB,b1
A007,17,PLAT:BET:H02:EB,b1
A007,17,SEC:BET:H01_H02:EB,b1
A007,18,PLAT:BET:H01:EB,b1
A007,18,PLAT:BET:H02:EB,b1
A007,18,SEC:BET:H01_H02:EB,b1
A007,20,PLAT:BET:H01:EB,b1
A007,20,PLAT:BET:H02:EB,b1
A007,20,SEC:BET:H01_H02:EB,b1
A007,21,PLAT:BET:H01:EB,b1
A007,21,PLAT:BET:H02:EB,b1
A007,21,SEC:BET:H01_H02:EB,b1
A007,22,PLAT:BET:H01:EB,b1
A007,22,PLAT:BET:H02:EB,b1
A007,22,SEC:BET:H01_H02:EB,b1
A007,23,PLAT:BET:H01:EB,b1
A007,23,PLAT:BET:H02:EB,b1
A007,23,SEC:BET:H01_H02:EB,b1
A008,17,PLAT:BET:S17:EB,b1
A008,17,PLAT:BET:S18:EB,b1
A008,17,SEC:BET:S17_S18:EB,b1
A008,18,PLAT:BET:S17:EB,b1
A008,18,PLAT:BET:S18:EB,b1
A008,18,SEC:BET:S17_S18:EB,b1
A008,21,PLAT:BET:S17:EB,b1
A008,21,PLAT:BET:S18:EB,b1
A008,21,SEC:BET:S17_S18:EB,b1
A008,23,PLAT:BET:S17:EB,b1
A008,23,PLAT:BET:S18:EB,b1
A008,23,SEC:BET:S17_S18:EB,b1
A008,24,PLAT:BET:S17:EB,b1
A008,24,PLAT:BET:S18:EB,b1
A008,24,SEC:BET:S17_S18:EB,b1
A009,14,PLAT:ALP:S05:EB,b1
A009,14,PLAT:ALP:S06:EB,b1
A009,14,SEC:ALP:S05_S06:EB,b1
A009,15,PLAT:ALP:S05:EB,b1
A009,15,PLAT:ALP:S06:EB,b1
A009,15,SEC:ALP:S05_S06:EB,b1
A009,16,PLAT:ALP:S05:EB,b1
A009,16,PLAT:ALP:S06:EB,b1
A009,16,SEC:ALP:S05_S06:EB,b1
A009,17,PLAT:ALP:S05:EB,b1
A009,17,PLAT:ALP:S06:EB,b1
A009,17,SEC:ALP:S05_S06:EB,b1
A009,20,PLAT:ALP:S05:EB,b1
A009,20,PLAT:ALP:S06:EB,b1
A009,20,SEC:ALP:S05_S06:EB,b1
A009,21,PLAT:ALP:S05:EB,b1
A009,21,PLAT:ALP:S06:EB,b1
A009,21,SEC:ALP:S05_S06:EB,b1
A009,23,PLAT:ALP:S05:EB,b1
A009,23,PLAT:ALP:S06:EB,b1
A009,23,SEC:ALP:S05_S06:EB,b1
A011,20,PLAT:BET:S15:EB,b1
A011,20,PLAT:BET:S16:EB,b1
A011,20,PLAT:BET:S17:EB,b1
A011,20,SEC:BET:S15_S16:EB,b1
A011,20,SEC:BET:S16_S17:EB,b1
A011,26,PLAT:BET:S15:EB,b1
A011,26,PLAT:BET:S16:EB,b1
A011,26,PLAT:BET:S17:EB,b1
A011,26,SEC:BET:S15_S16:EB,b1
A011,26,SEC:BET:S16_S17:EB,b1
A012,6,PLAT:BET:H01:WB,b1
A012,6,PLAT:BET:H02:WB,b1
A012,6,PLAT:BET:S15:WB,b1
A012,6,SEC:BET:H01_H02:WB,b1
A012,6,SEC:BET:H02_S15:WB,b1
A012,8,PLAT:BET:H01:WB,b1
A012,8,PLAT:BET:H02:WB,b1
A012,8,PLAT:BET:S15:WB,b1
A012,8,SEC:BET:H01_H02:WB,b1
A012,8,SEC:BET:H02_S15:WB,b1
A012,9,PLAT:BET:H01:WB,b1
A012,9,PLAT:BET:H02:WB,b1
A012,9,PLAT:BET:S15:WB,b1
A012,9,SEC:BET:H01_H02:WB,b1
A012,9,SEC:BET:H02_S15:WB,b1
A012,10,PLAT:BET:H01:WB,b1
A012,10,PLAT:BET:H02:WB,b1
A012,10,PLAT:BET:S15:WB,b1
A012,10,SEC:BET:H01_H02:WB,b1
A012,10,SEC:BET:H02_S15:WB,b1
A012,12,PLAT:BET:H01:WB,b1
A012,12,PLAT:BET:H02:WB,b1
A012,12,PLAT:BET:S15:WB,b1
A012,12,SEC:BET:H01_H02:WB,b1
A012,12,SEC:BET:H02_S15:WB,b1
A012,13,PLAT:BET:H01:WB,b1
A012,13,PLAT:BET:H02:WB,b1
A012,13,PLAT:BET:S15:WB,b1
A012,13,SEC:BET:H01_H02:WB,b1
A012,13,SEC:BET:H02_S15:WB,b1
A012,16,PLAT:BET:H01:WB,b1
A012,16,PLAT:BET:H02:WB,b1
A012,16,PLAT:BET:S15:WB,b1
A012,16,SEC:BET:H01_H02:WB,b1
A012,16,SEC:BET:H02_S15:WB,b1
A013,22,PLAT:ALP:S05:WB,b1
A013,22,PLAT:ALP:S06:WB,b1
A013,22,SEC:ALP:S05_S06:WB,b1
A013,23,PLAT:ALP:S05:WB,b1
A013,23,PLAT:ALP:S06:WB,b1
A013,23,SEC:ALP:S05_S06:WB,b1
A013,24,PLAT:ALP:S05:WB,b1
A013,24,PLAT:ALP:S06:WB,b1
A013,24,SEC:ALP:S05_S06:WB,b1
A013,25,PLAT:ALP:S05:WB,b1
A013,25,PLAT:ALP:S06:WB,b1
A013,25,SEC:ALP:S05_S06:WB,b1
A013,26,PLAT:ALP:S05:WB,b1
A013,26,PLAT:ALP:S06:WB,b1
A013,26,SEC:ALP:S05_S06:WB,b1
A014,14,PLAT:ALP:S07:EB,b1
A014,14,PLAT:ALP:S08:EB,b1
A014,14,SEC:ALP:S07_S08:EB,b1
A014,15,PLAT:ALP:S07:EB,b1
A014,15,PLAT:ALP:S08:EB,b1
A014,15,SEC:ALP:S07_S08:EB,b1
A014,18,PLAT:ALP:S07:EB,b1
A014,18,PLAT:ALP:S08:EB,b1
A014,18,SEC:ALP:S07_S08:EB,b1
A014,21,PLAT:ALP:S07:EB,b1
A014,21,PLAT:ALP:S08:EB,b1
A014,21,SEC:ALP:S07_S08:EB,b1
A014,22,PLAT:ALP:S07:EB,b1
A014,22,PLAT:ALP:S08:EB,b1
A014,22,SEC:ALP:S07_S08:EB,b1
A014,24,PLAT:ALP:S07:EB,b1
A014,24,PLAT:ALP:S08:EB,b1
A014,24,SEC:ALP:S07_S08:EB,b1
A014,26,PLAT:ALP:S07:EB,b1
A014,26,PLAT:ALP:S08:EB,b1
A014,26,SEC:ALP:S07_S08:EB,b1
A017,20,PLAT:BET:H01:EB,b1
A017,20,PLAT:BET:H02:EB,b1
A017,20,PLAT:BET:S15:EB,b1
A017,20,PLAT:BET:S16:EB,b1
A017,20,SEC:BET:H01_H02:EB,b1
A017,20,SEC:BET:H02_S15:EB,b1
A017,20,SEC:BET:S15_S16:EB,b1
A017,21,PLAT:BET:H01:EB,b1
A017,21,PLAT:BET:H02:EB,b1
A017,21,PLAT:BET:S15:EB,b1
A017,21,PLAT:BET:S16:EB,b1
A017,21,SEC:BET:H01_H02:EB,b1
A017,21,SEC:BET:H02_S15:EB,b1
A017,21,SEC:BET:S15_S16:EB,b1
A017,22,PLAT:BET:H01:EB,b1
A017,22,PLAT:BET:H02:EB,b1
A017,22,PLAT:BET:S15:EB,b1
A017,22,PLAT:BET:S16:EB,b1
A017,22,SEC:BET:H01_H02:EB,b1
A017,22,SEC:BET:H02_S15:EB,b1
A017,22,SEC:BET:S15_S16:EB,b1
A017,23,PLAT:BET:H01:EB,b1
A017,23,PLAT:BET:H02:EB,b1
A017,23,PLAT:BET:S15:EB,b1
A017,23,PLAT:BET:S16:EB,b1
A017,23,SEC:BET:H01_H02:EB,b1
A017,23,SEC:BET:H02_S15:EB,b1
A017,23,SEC:BET:S15_S16:EB,b1
A017,24,PLAT:BET:H01:EB,b1
A017,24,PLAT:BET:H02:EB,b1
A017,24,PLAT:BET:S15:EB,b1
A017,24,PLAT:BET:S16:EB,b1
A017,24,SEC:BET:H01_H02:EB,b1
A017,24,SEC:BET:H02_S15:EB,b1
A017,24,SEC:BET:S15_S16:EB,b1
A017,25,PLAT:BET:H01:EB,b1
A017,25,PLAT:BET:H02:EB,b1
A017,25,PLAT:BET:S15:EB,b1
A017,25,PLAT:BET:S16:EB,b1
A017,25,SEC:BET:H01_H02:EB,b1
A017,25,SEC:BET:H02_S15:EB,b1
A017,25,SEC:BET:S15_S16:EB,b1
A017,26,PLAT:BET:H01:EB,b1
A017,26,PLAT:BET:H02:EB,b1
A017,26,PLAT:BET:S15:EB,b1
A017,26,PLAT:BET:S16:EB,b1
A017,26,SEC:BET:H01_H02:EB,b1
A017,26,SEC:BET:H02_S15:EB,b1
A017,26,SEC:BET:S15_S16:EB,b1
A019,18,PLAT:BET:S16:EB,b1
A019,18,PLAT:BET:S17:EB,b1
A019,18,SEC:BET:S16_S17:EB,b1
A019,23,PLAT:BET:S16:EB,b1
A019,23,PLAT:BET:S17:EB,b1
A019,23,SEC:BET:S16_S17:EB,b1
A020,21,PLAT:ALP:H01:WB,b1
A020,21,PLAT:ALP:H02:WB,b1
A020,21,PLAT:ALP:S04:WB,b1
A020,21,PLAT:ALP:S05:WB,b1
A020,21,SEC:ALP:H01_H02:WB,b1
A020,21,SEC:ALP:H02_S05:WB,b1
A020,21,SEC:ALP:S04_H01:WB,b1
A020,25,PLAT:ALP:H01:WB,b1
A020,25,PLAT:ALP:H02:WB,b1
A020,25,PLAT:ALP:S04:WB,b1
A020,25,PLAT:ALP:S05:WB,b1
A020,25,SEC:ALP:H01_H02:WB,b1
A020,25,SEC:ALP:H02_S05:WB,b1
A020,25,SEC:ALP:S04_H01:WB,b1
A021,7,PLAT:BET:S11:WB,b1
A021,7,PLAT:BET:S12:WB,b1
A021,7,PLAT:BET:S13:WB,b1
A021,7,SEC:BET:S11_S12:WB,b1
A021,7,SEC:BET:S12_S13:WB,b1
A021,13,PLAT:BET:S11:WB,b1
A021,13,PLAT:BET:S12:WB,b1
A021,13,PLAT:BET:S13:WB,b1
A021,13,SEC:BET:S11_S12:WB,b1
A021,13,SEC:BET:S12_S13:WB,b1
A021,24,PLAT:BET:S11:WB,b1
A021,24,PLAT:BET:S12:WB,b1
A021,24,PLAT:BET:S13:WB,b1
A021,24,SEC:BET:S11_S12:WB,b1
A021,24,SEC:BET:S12_S13:WB,b1
A023,21,PLAT:ALP:S03:WB,b1
A023,21,PLAT:ALP:S04:WB,b1
A023,21,SEC:ALP:S03_S04:WB,b1
A023,23,PLAT:ALP:S03:WB,b1
A023,23,PLAT:ALP:S04:WB,b1
A023,23,SEC:ALP:S03_S04:WB,b1
A023,25,PLAT:ALP:S03:WB,b1
A023,25,PLAT:ALP:S04:WB,b1
A023,25,SEC:ALP:S03_S04:WB,b1
A023,26,PLAT:ALP:S03:WB,b1
A023,26,PLAT:ALP:S04:WB,b1
A023,26,SEC:ALP:S03_S04:WB,b1
A023,27,PLAT:ALP:S03:WB,b1
A023,27,PLAT:ALP:S04:WB,b1
A023,27,SEC:ALP:S03_S04:WB,b1
A023,28,PLAT:ALP:S03:WB,b1
A023,28,PLAT:ALP:S04:WB,b1
A023,28,SEC:ALP:S03_S04:WB,b1
A023,29,PLAT:ALP:S03:WB,b1
A023,29,PLAT:ALP:S04:WB,b1
A023,29,SEC:ALP:S03_S04:WB,b1
A025,15,PLAT:ALP:S01:EB,b1
A025,15,PLAT:ALP:S02:EB,b1
A025,15,PLAT:ALP:S03:EB,b1
A025,15,SEC:ALP:S01_S02:EB,b1
A025,15,SEC:ALP:S02_S03:EB,b1
A025,17,PLAT:ALP:S01:EB,b1
A025,17,PLAT:ALP:S02:EB,b1
A025,17,PLAT:ALP:S03:EB,b1
A025,17,SEC:ALP:S01_S02:EB,b1
A025,17,SEC:ALP:S02_S03:EB,b1
A025,19,PLAT:ALP:S01:EB,b1
A025,19,PLAT:ALP:S02:EB,b1
A025,19,PLAT:ALP:S03:EB,b1
A025,19,SEC:ALP:S01_S02:EB,b1
A025,19,SEC:ALP:S02_S03:EB,b1
A025,23,PLAT:ALP:S01:EB,b1
A025,23,PLAT:ALP:S02:EB,b1
A025,23,PLAT:ALP:S03:EB,b1
A025,23,SEC:ALP:S01_S02:EB,b1
A025,23,SEC:ALP:S02_S03:EB,b1
A025,27,PLAT:ALP:S01:EB,b1
A025,27,PLAT:ALP:S02:EB,b1
A025,27,PLAT:ALP:S03:EB,b1
A025,27,SEC:ALP:S01_S02:EB,b1
A025,27,SEC:ALP:S02_S03:EB,b1
A025,28,PLAT:ALP:S01:EB,b1
A025,28,PLAT:ALP:S02:EB,b1
A025,28,PLAT:ALP:S03:EB,b1
A025,28,SEC:ALP:S01_S02:EB,b1
A025,28,SEC:ALP:S02_S03:EB,b1
A025,29,PLAT:ALP:S01:EB,b1
A025,29,PLAT:ALP:S02:EB,b1
A025,29,PLAT:ALP:S03:EB,b1
A025,29,SEC:ALP:S01_S02:EB,b1
A025,29,SEC:ALP:S02_S03:EB,b1
A028,10,PLAT:ALP:H01:EB,b1
A028,10,PLAT:ALP:S03:EB,b1
A028,10,PLAT:ALP:S04:EB,b1
A028,10,SEC:ALP:S03_S04:EB,b1
A028,10,SEC:ALP:S04_H01:EB,b1
A028,11,PLAT:ALP:H01:EB,b1
A028,11,PLAT:ALP:S03:EB,b1
A028,11,PLAT:ALP:S04:EB,b1
A028,11,SEC:ALP:S03_S04:EB,b1
A028,11,SEC:ALP:S04_H01:EB,b1
A031,3,PLAT:ALP:S06:WB,b1
A031,3,PLAT:ALP:S07:WB,b1
A031,3,PLAT:ALP:S08:WB,b1
A031,3,SEC:ALP:S06_S07:WB,b1
A031,3,SEC:ALP:S07_S08:WB,b1
A031,8,PLAT:ALP:S06:WB,b1
A031,8,PLAT:ALP:S07:WB,b1
A031,8,PLAT:ALP:S08:WB,b1
A031,8,SEC:ALP:S06_S07:WB,b1
A031,8,SEC:ALP:S07_S08:WB,b1
A035,15,PLAT:ALP:S02:WB,b1
A035,15,PLAT:ALP:S03:WB,b1
A035,15,PLAT:ALP:S04:WB,b1
A035,15,SEC:ALP:S02_S03:WB,b1
A035,15,SEC:ALP:S03_S04:WB,b1
A035,18,PLAT:ALP:S02:WB,b1
A035,18,PLAT:ALP:S03:WB,b1
A035,18,PLAT:ALP:S04:WB,b1
A035,18,SEC:ALP:S02_S03:WB,b1
A035,18,SEC:ALP:S03_S04:WB,b1
A035,25,PLAT:ALP:S02:WB,b1
A035,25,PLAT:ALP:S03:WB,b1
A035,25,PLAT:ALP:S04:WB,b1
A035,25,SEC:ALP:S02_S03:WB,b1
A035,25,SEC:ALP:S03_S04:WB,b1
A036,22,PLAT:BET:H01:EB,b1
A036,22,PLAT:BET:S14:EB,b1
A036,22,SEC:BET:S14_H01:EB,b1
A036,23,PLAT:BET:H01:EB,b1
A036,23,PLAT:BET:S14:EB,b1
A036,23,SEC:BET:S14_H01:EB,b1
A036,24,PLAT:BET:H01:EB,b1
A036,24,PLAT:BET:S14:EB,b1
A036,24,SEC:BET:S14_H01:EB,b1
A036,25,PLAT:BET:H01:EB,b1
A036,25,PLAT:BET:S14:EB,b1
A036,25,SEC:BET:S14_H01:EB,b1
A036,26,PLAT:BET:H01:EB,b1
A036,26,PLAT:BET:S14:EB,b1
A036,26,SEC:BET:S14_H01:EB,b1
A037,8,PLAT:BET:S15:EB,b1
A037,8,PLAT:BET:S16:EB,b1
A037,8,PLAT:BET:S17:EB,b1
A037,8,SEC:BET:S15_S16:EB,b1
A037,8,SEC:BET:S16_S17:EB,b1
A037,12,PLAT:BET:S15:EB,b1
A037,12,PLAT:BET:S16:EB,b1
A037,12,PLAT:BET:S17:EB,b1
A037,12,SEC:BET:S15_S16:EB,b1
A037,12,SEC:BET:S16_S17:EB,b1
A038,13,PLAT:BET:S17:EB,b1
A038,13,PLAT:BET:S18:EB,b1
A038,13,SEC:BET:S17_S18:EB,b1
A038,19,PLAT:BET:S17:EB,b1
A038,19,PLAT:BET:S18:EB,b1
A038,19,SEC:BET:S17_S18:EB,b1
A038,20,PLAT:BET:S17:EB,b1
A038,20,PLAT:BET:S18:EB,b1
A038,20,SEC:BET:S17_S18:EB,b1
A039,9,PLAT:BET:S11:WB,b1
A039,9,PLAT:BET:S12:WB,b1
A039,9,PLAT:BET:S13:WB,b1
A039,9,PLAT:BET:S14:WB,b1
A039,9,SEC:BET:S11_S12:WB,b1
A039,9,SEC:BET:S12_S13:WB,b1
A039,9,SEC:BET:S13_S14:WB,b1
A039,13,PLAT:BET:S11:WB,b1
A039,13,PLAT:BET:S12:WB,b1
A039,13,PLAT:BET:S13:WB,b1
A039,13,PLAT:BET:S14:WB,b1
A039,13,SEC:BET:S11_S12:WB,b1
A039,13,SEC:BET:S12_S13:WB,b1
A039,13,SEC:BET:S13_S14:WB,b1
A039,18,PLAT:BET:S11:WB,b1
A039,18,PLAT:BET:S12:WB,b1
A039,18,PLAT:BET:S13:WB,b1
A039,18,PLAT:BET:S14:WB,b1
A039,18,SEC:BET:S11_S12:WB,b1
A039,18,SEC:BET:S12_S13:WB,b1
A039,18,SEC:BET:S13_S14:WB,b1
A039,19,PLAT:BET:S11:WB,b1
A039,19,PLAT:BET:S12:WB,b1
A039,19,PLAT:BET:S13:WB,b1
A039,19,PLAT:BET:S14:WB,b1
A039,19,SEC:BET:S11_S12:WB,b1
A039,19,SEC:BET:S12_S13:WB,b1
A039,19,SEC:BET:S13_S14:WB,b1
A039,21,PLAT:BET:S11:WB,b1
A039,21,PLAT:BET:S12:WB,b1
A039,21,PLAT:BET:S13:WB,b1
A039,21,PLAT:BET:S14:WB,b1
A039,21,SEC:BET:S11_S12:WB,b1
A039,21,SEC:BET:S12_S13:WB,b1
A039,21,SEC:BET:S13_S14:WB,b1
A039,24,PLAT:BET:S11:WB,b1
A039,24,PLAT:BET:S12:WB,b1
A039,24,PLAT:BET:S13:WB,b1
A039,24,PLAT:BET:S14:WB,b1
A039,24,SEC:BET:S11_S12:WB,b1
A039,24,SEC:BET:S12_S13:WB,b1
A039,24,SEC:BET:S13_S14:WB,b1
A039,25,PLAT:BET:S11:WB,b1
A039,25,PLAT:BET:S12:WB,b1
A039,25,PLAT:BET:S13:WB,b1
A039,25,PLAT:BET:S14:WB,b1
A039,25,SEC:BET:S11_S12:WB,b1
A039,25,SEC:BET:S12_S13:WB,b1
A039,25,SEC:BET:S13_S14:WB,b1
A040,16,PLAT:BET:H01:EB,b1
A040,16,PLAT:BET:H02:EB,b1
A040,16,PLAT:BET:S15:EB,b1
A040,16,PLAT:BET:S16:EB,b1
A040,16,SEC:BET:H01_H02:EB,b1
A040,16,SEC:BET:H02_S15:EB,b1
A040,16,SEC:BET:S15_S16:EB,b1
A040,20,PLAT:BET:H01:EB,b1
A040,20,PLAT:BET:H02:EB,b1
A040,20,PLAT:BET:S15:EB,b1
A040,20,PLAT:BET:S16:EB,b1
A040,20,SEC:BET:H01_H02:EB,b1
A040,20,SEC:BET:H02_S15:EB,b1
A040,20,SEC:BET:S15_S16:EB,b1
A040,21,PLAT:BET:H01:EB,b1
A040,21,PLAT:BET:H02:EB,b1
A040,21,PLAT:BET:S15:EB,b1
A040,21,PLAT:BET:S16:EB,b1
A040,21,SEC:BET:H01_H02:EB,b1
A040,21,SEC:BET:H02_S15:EB,b1
A040,21,SEC:BET:S15_S16:EB,b1
A040,22,PLAT:BET:H01:EB,b1
A040,22,PLAT:BET:H02:EB,b1
A040,22,PLAT:BET:S15:EB,b1
A040,22,PLAT:BET:S16:EB,b1
A040,22,SEC:BET:H01_H02:EB,b1
A040,22,SEC:BET:H02_S15:EB,b1
A040,22,SEC:BET:S15_S16:EB,b1
A040,23,PLAT:BET:H01:EB,b1
A040,23,PLAT:BET:H02:EB,b1
A040,23,PLAT:BET:S15:EB,b1
A040,23,PLAT:BET:S16:EB,b2
A040,23,SEC:BET:H01_H02:EB,b1
A040,23,SEC:BET:H02_S15:EB,b1
A040,23,SEC:BET:S15_S16:EB,b1
A040,25,PLAT:BET:H01:EB,b1
A040,25,PLAT:BET:H02:EB,b1
A040,25,PLAT:BET:S15:EB,b1
A040,25,PLAT:BET:S16:EB,b1
A040,25,SEC:BET:H01_H02:EB,b1
A040,25,SEC:BET:H02_S15:EB,b1
A040,25,SEC:BET:S15_S16:EB,b1
A040,27,PLAT:BET:H01:EB,b1
A040,27,PLAT:BET:H02:EB,b1
A040,27,PLAT:BET:S15:EB,b1
A040,27,PLAT:BET:S16:EB,b1
A040,27,SEC:BET:H01_H02:EB,b1
A040,27,SEC:BET:H02_S15:EB,b1
A040,27,SEC:BET:S15_S16:EB,b1
A041,23,PLAT:BET:S15:EB,b2
A041,23,PLAT:BET:S16:EB,b2
A041,23,SEC:BET:S15_S16:EB,b2
A041,24,PLAT:BET:S15:EB,b1
A041,24,PLAT:BET:S16:EB,b1
A041,24,SEC:BET:S15_S16:EB,b1
A042,23,PLAT:BET:S15:EB,b2
A042,23,PLAT:BET:S16:EB,b2
A042,23,PLAT:BET:S17:EB,b1
A042,23,PLAT:BET:S18:EB,b1
A042,23,SEC:BET:S15_S16:EB,b2
A042,23,SEC:BET:S16_S17:EB,b1
A042,23,SEC:BET:S17_S18:EB,b1
A042,25,PLAT:BET:S15:EB,b1
A042,25,PLAT:BET:S16:EB,b1
A042,25,PLAT:BET:S17:EB,b1
A042,25,PLAT:BET:S18:EB,b1
A042,25,SEC:BET:S15_S16:EB,b1
A042,25,SEC:BET:S16_S17:EB,b1
A042,25,SEC:BET:S17_S18:EB,b1
A042,26,PLAT:BET:S15:EB,b1
A042,26,PLAT:BET:S16:EB,b1
A042,26,PLAT:BET:S17:EB,b1
A042,26,PLAT:BET:S18:EB,b1
A042,26,SEC:BET:S15_S16:EB,b1
A042,26,SEC:BET:S16_S17:EB,b1
A042,26,SEC:BET:S17_S18:EB,b1
A043,18,PLAT:BET:H02:EB,b1
A043,18,PLAT:BET:S15:EB,b1
A043,18,PLAT:BET:S16:EB,b1
A043,18,PLAT:BET:S17:EB,b1
A043,18,SEC:BET:H02_S15:EB,b1
A043,18,SEC:BET:S15_S16:EB,b1
A043,18,SEC:BET:S16_S17:EB,b1
A043,26,PLAT:BET:H02:EB,b1
A043,26,PLAT:BET:S15:EB,b1
A043,26,PLAT:BET:S16:EB,b1
A043,26,PLAT:BET:S17:EB,b1
A043,26,SEC:BET:H02_S15:EB,b1
A043,26,SEC:BET:S15_S16:EB,b1
A043,26,SEC:BET:S16_S17:EB,b1
A046,9,PLAT:ALP:S05:WB,b1
A046,9,PLAT:ALP:S06:WB,b1
A046,9,SEC:ALP:S05_S06:WB,b1
A046,11,PLAT:ALP:S05:WB,b1
A046,11,PLAT:ALP:S06:WB,b1
A046,11,SEC:ALP:S05_S06:WB,b1
A046,13,PLAT:ALP:S05:WB,b1
A046,13,PLAT:ALP:S06:WB,b1
A046,13,SEC:ALP:S05_S06:WB,b1
A046,24,PLAT:ALP:S05:WB,b1
A046,24,PLAT:ALP:S06:WB,b1
A046,24,SEC:ALP:S05_S06:WB,b1
A046,26,PLAT:ALP:S05:WB,b1
A046,26,PLAT:ALP:S06:WB,b1
A046,26,SEC:ALP:S05_S06:WB,b1
A047,14,PLAT:ALP:H02:EB,b1
A047,14,PLAT:ALP:S05:EB,b1
A047,14,PLAT:ALP:S06:EB,b1
A047,14,SEC:ALP:H02_S05:EB,b1
A047,14,SEC:ALP:S05_S06:EB,b1
A047,26,PLAT:ALP:H02:EB,b1
A047,26,PLAT:ALP:S05:EB,b1
A047,26,PLAT:ALP:S06:EB,b1
A047,26,SEC:ALP:H02_S05:EB,b1
A047,26,SEC:ALP:S05_S06:EB,b1
A048,1,PLAT:BET:S13:EB,b1
A048,1,PLAT:BET:S14:EB,b1
A048,1,SEC:BET:S13_S14:EB,b1
A048,2,PLAT:BET:S13:EB,b1
A048,2,PLAT:BET:S14:EB,b1
A048,2,SEC:BET:S13_S14:EB,b1
A048,4,PLAT:BET:S13:EB,b1
A048,4,PLAT:BET:S14:EB,b1
A048,4,SEC:BET:S13_S14:EB,b1
A049,11,PLAT:BET:H02:WB,b1
A049,11,PLAT:BET:S15:WB,b1
A049,11,PLAT:BET:S16:WB,b1
A049,11,SEC:BET:H02_S15:WB,b1
